id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,Term_Length,Length_Type,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
614758,TX,INDIVIDUAL,3 years,IDEA Academy,E,RENT,11/10/2021,11/15/2021,11/15/2021,Fully Paid,12/15/2021,788315,Debt consolidation,E1,60,months,Source Verified,43000.00,0.22,291.50,0.16,12000.00,29.00,17833.00
1033154,CA,INDIVIDUAL,4 years,"MtSAC, CitrusCollege, RCCNorco",E,RENT,11/11/2021,5/16/2021,1/14/2021,Fully Paid,2/14/2021,1262920,Debt consolidation,E1,60,months,Source Verified,81600.00,0.12,257.43,0.19,10000.00,41.00,13343.00
730036,CA,INDIVIDUAL,4 years,macys,E,RENT,4/11/2021,4/16/2021,5/16/2021,Fully Paid,6/16/2021,925930,Debt consolidation,E2,60,months,Source Verified,13000.00,0.16,24.73,0.17,1000.00,5.00,1484.00
978446,NY,INDIVIDUAL,4 years,U.S. Army,E,RENT,10/11/2021,5/14/2021,5/14/2021,Fully Paid,6/14/2021,1201285,Debt consolidation,E4,60,months,Source Verified,45000.00,0.23,317.33,0.20,12000.00,10.00,16894.00
561629,MD,INDIVIDUAL,5 years,"File Link Business Systems, inc.",E,RENT,8/10/2021,5/16/2021,2/15/2021,Fully Paid,3/15/2021,722773,Debt consolidation,E2,60,months,Source Verified,33000.00,0.11,267.37,0.17,10800.00,19.00,15975.00
1042606,MA,INDIVIDUAL,5 years,MGH,E,RENT,12/11/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,1272669,Debt consolidation,E2,60,months,Source Verified,43200.00,0.12,350.43,0.19,13500.00,42.00,19087.00
1013100,CA,INDIVIDUAL,6 years,Skechers,E,RENT,11/11/2021,4/16/2021,8/14/2021,Fully Paid,9/14/2021,1240271,Debt consolidation,E1,60,months,Source Verified,65000.00,0.08,360.41,0.19,14000.00,19.00,19665.00
1035085,FL,INDIVIDUAL,6 years,ALLEGIANCE AUTO BODY,E,RENT,11/11/2021,11/15/2021,8/15/2021,Fully Paid,9/15/2021,1264697,Debt consolidation,E3,60,months,Source Verified,25000.00,0.20,206.11,0.19,7875.00,22.00,11974.00
729148,CA,INDIVIDUAL,9 years,Rabobank,E,RENT,4/11/2021,3/16/2021,2/13/2021,Fully Paid,3/13/2021,924904,Debt consolidation,E5,60,months,Source Verified,35000.00,0.17,354.60,0.18,14000.00,12.00,17878.00
710626,VA,INDIVIDUAL,< 1 year,PMSI,E,RENT,4/11/2021,12/15/2021,4/15/2021,Fully Paid,5/15/2021,903394,Debt consolidation,E1,60,months,Source Verified,39996.00,0.18,441.56,0.16,18000.00,28.00,25984.00
597110,CA,INDIVIDUAL,< 1 year,"Caufield & James, LLP",E,RENT,10/10/2021,8/13/2021,8/13/2021,Fully Paid,9/13/2021,766446,Debt consolidation,E4,60,months,Source Verified,52320.00,0.16,258.47,0.18,16000.00,14.00,14363.00
973214,SD,INDIVIDUAL,< 1 year,State of South Dakota,E,RENT,10/11/2021,2/14/2021,1/13/2021,Fully Paid,2/13/2021,1195216,Debt consolidation,E4,60,months,Source Verified,65000.00,0.16,317.33,0.20,12000.00,45.00,14766.00
1032489,OH,INDIVIDUAL,< 1 year,Chase Bank,E,RENT,12/11/2021,3/16/2021,5/14/2021,Fully Paid,6/14/2021,1262130,Debt consolidation,E5,60,months,Source Verified,60000.00,0.16,259.95,0.20,9750.00,17.00,13769.00
782593,CT,INDIVIDUAL,10+ years,Leir Retreat Center,E,RENT,6/11/2021,8/15/2021,6/14/2021,Fully Paid,7/14/2021,985599,Debt consolidation,E1,60,months,Source Verified,120000.00,0.05,313.87,0.19,12000.00,17.00,17502.00
630148,CA,INDIVIDUAL,10+ years,usps,E,RENT,12/10/2021,12/15/2021,12/15/2021,Fully Paid,1/15/2022,807343,Debt consolidation,E3,60,months,Source Verified,90000.00,0.16,370.30,0.17,15000.00,20.00,22217.00
997845,NJ,INDIVIDUAL,2 years,Cushman  and  Wakefield,E,RENT,10/11/2021,5/16/2021,11/14/2021,Fully Paid,12/14/2021,1221544,Debt consolidation,E3,60,months,Source Verified,33996.00,0.03,78.52,0.19,3000.00,5.00,4304.00
535772,IL,INDIVIDUAL,6 years,Graziano's,E,RENT,6/10/2021,6/13/2021,10/10/2021,Fully Paid,11/10/2021,692259,Debt consolidation,E1,60,months,Source Verified,32000.00,0.17,122.79,0.16,5000.00,16.00,5204.00
712665,AK,INDIVIDUAL,10+ years,US Air Force,E,RENT,3/11/2021,12/15/2021,4/13/2021,Fully Paid,5/13/2021,905801,Debt consolidation,E2,60,months,Source Verified,78000.00,0.24,49.46,0.17,2000.00,51.00,2579.00
853087,IL,INDIVIDUAL,10+ years,us army,E,RENT,8/11/2021,3/13/2021,4/12/2021,Fully Paid,5/12/2021,1065237,Debt consolidation,E1,60,months,Source Verified,75000.00,0.21,406.21,0.18,16000.00,54.00,17625.00
570738,NY,INDIVIDUAL,2 years,The Accessory corp,E,RENT,9/10/2021,7/15/2021,12/11/2021,Fully Paid,1/11/2022,734157,Debt consolidation,E1,60,months,Source Verified,35000.00,0.20,294.70,0.16,12000.00,6.00,14268.00
567540,PA,INDIVIDUAL,2 years,Edens Corporation,E,RENT,8/10/2021,9/15/2021,9/15/2021,Fully Paid,10/15/2021,730105,Debt consolidation,E2,60,months,Source Verified,25200.00,0.08,198.05,0.17,8000.00,16.00,11883.00
551231,NJ,INDIVIDUAL,2 years,Regency nursing centers,E,RENT,7/10/2021,9/15/2021,9/11/2021,Fully Paid,10/11/2021,710400,Debt consolidation,E4,60,months,Source Verified,40000.00,0.04,125.78,0.18,5000.00,4.00,5888.00
671243,CA,INDIVIDUAL,3 years,"Advanced Medical Reviews, Inc.",E,RENT,2/11/2021,9/15/2021,5/12/2021,Fully Paid,6/12/2021,858146,Debt consolidation,E1,60,months,Source Verified,96000.00,0.18,154.55,0.16,6300.00,29.00,7487.00
615998,CA,INDIVIDUAL,4 years,ucla medical center,E,RENT,11/10/2021,12/15/2021,1/16/2021,Fully Paid,2/16/2021,789790,Debt consolidation,E1,60,months,Source Verified,48000.00,0.08,38.87,0.16,1600.00,25.00,2363.00
533385,NY,INDIVIDUAL,4 years,PS 352x,E,RENT,6/10/2021,2/12/2021,2/12/2021,Fully Paid,3/12/2021,689435,Debt consolidation,E1,60,months,Source Verified,60000.00,0.20,294.70,0.16,12000.00,29.00,14795.00
566249,NY,INDIVIDUAL,4 years,US Army,E,RENT,8/10/2021,9/15/2021,5/11/2021,Fully Paid,6/11/2021,728415,Debt consolidation,E2,60,months,Source Verified,43932.00,0.15,198.05,0.17,8000.00,10.00,8862.00
599611,NY,INDIVIDUAL,4 years,Urban Health Plan,E,RENT,10/10/2021,10/15/2021,11/15/2021,Fully Paid,12/15/2021,769587,Debt consolidation,E5,60,months,Source Verified,50000.00,0.06,101.43,0.18,4000.00,17.00,6077.00
727843,PA,INDIVIDUAL,6 years,First Commonwealth Bank,E,RENT,4/11/2021,3/16/2021,7/13/2021,Fully Paid,8/13/2021,923393,Debt consolidation,E3,60,months,Source Verified,28308.80,0.14,261.75,0.17,10500.00,43.00,13817.00
583644,PA,INDIVIDUAL,7 years,United States Army,E,RENT,9/10/2021,8/14/2021,8/14/2021,Fully Paid,9/14/2021,749961,Debt consolidation,E2,60,months,Source Verified,39600.00,0.23,225.28,0.17,9100.00,8.00,12224.00
624373,VA,INDIVIDUAL,9 years,USN,E,RENT,12/10/2021,12/15/2021,11/15/2021,Fully Paid,12/15/2021,800153,Debt consolidation,E1,60,months,Source Verified,108904.08,0.14,291.50,0.16,12000.00,25.00,17489.00
687805,VA,INDIVIDUAL,9 years,CSC,E,RENT,3/11/2021,10/13/2021,9/13/2021,Fully Paid,10/13/2021,877839,Debt consolidation,E3,60,months,Source Verified,110000.00,0.06,249.28,0.17,10000.00,21.00,13528.00
787795,CA,INDIVIDUAL,< 1 year,V3,E,RENT,6/11/2021,8/14/2021,8/14/2021,Fully Paid,9/14/2021,991383,Debt consolidation,E1,60,months,Source Verified,80000.00,0.21,208.19,0.18,12000.00,26.00,11727.00
522630,CA,INDIVIDUAL,< 1 year,Action Management,E,RENT,6/10/2021,6/15/2021,6/15/2021,Fully Paid,7/15/2021,676012,Debt consolidation,E4,60,months,Source Verified,24960.00,0.15,163.51,0.18,6500.00,15.00,9808.00
998706,CT,INDIVIDUAL,< 1 year,Alcone,E,RENT,11/11/2021,4/16/2021,6/13/2021,Fully Paid,7/13/2021,1223884,Debt consolidation,E5,60,months,Source Verified,77500.00,0.14,383.92,0.20,14400.00,17.00,18388.00
745820,NY,INDIVIDUAL,1 year,Bank of America,E,RENT,5/11/2021,2/16/2021,1/16/2021,Fully Paid,2/16/2021,944446,Debt consolidation,E3,60,months,Source Verified,30000.00,0.20,103.31,0.19,4000.00,8.00,6185.00
622632,CO,INDIVIDUAL,1 year,US ARMY,E,RENT,12/10/2021,4/15/2021,4/15/2021,Fully Paid,5/15/2021,797969,Debt consolidation,E4,60,months,Source Verified,39342.48,0.04,179.18,0.17,7200.00,3.00,10669.00
585593,CA,INDIVIDUAL,10+ years,"Actelion Pharmaceuticals US, Inc.",E,RENT,9/10/2021,6/13/2021,6/13/2021,Fully Paid,7/13/2021,752375,Debt consolidation,E1,60,months,Source Verified,81999.96,0.20,122.79,0.16,5000.00,28.00,6463.00
767550,WI,INDIVIDUAL,10+ years,gosse's,E,RENT,5/11/2021,6/15/2021,5/13/2021,Fully Paid,6/13/2021,968690,Debt consolidation,E2,60,months,Source Verified,39996.00,0.18,256.07,0.18,10000.00,10.00,13080.00
585546,FL,INDIVIDUAL,5 years,Government,E,RENT,10/10/2021,1/15/2021,1/15/2021,Fully Paid,2/15/2021,752321,Debt consolidation,E2,60,months,Source Verified,57000.00,0.11,346.59,0.17,14000.00,10.00,20605.00
689444,CA,INDIVIDUAL,6 years,Siemens water technologies,E,RENT,3/11/2021,9/15/2021,8/15/2021,Fully Paid,9/15/2021,879728,Debt consolidation,E4,60,months,Source Verified,63000.00,0.10,452.30,0.18,18000.00,24.00,26997.00
688168,MD,INDIVIDUAL,< 1 year,Johns Hopkins University,E,RENT,3/11/2021,4/16/2021,8/15/2021,Fully Paid,9/15/2021,878228,Debt consolidation,E3,60,months,Source Verified,48000.00,0.18,149.57,0.17,6000.00,22.00,8922.00
680791,IL,INDIVIDUAL,1 year,PC Tech,F,RENT,3/11/2021,5/16/2021,11/13/2021,Fully Paid,12/13/2021,869705,Debt consolidation,F1,60,months,Source Verified,72000.00,0.19,638.25,0.18,25000.00,20.00,34644.00
685488,GA,INDIVIDUAL,1 year,Oracle,F,RENT,3/11/2021,4/12/2021,4/12/2021,Fully Paid,5/12/2021,875136,Debt consolidation,F5,60,months,Source Verified,95000.00,0.22,790.49,0.20,30000.00,30.00,35181.00
1039464,FL,INDIVIDUAL,4 years,Department of Defense,F,RENT,12/11/2021,11/11/2021,1/12/2021,Fully Paid,2/12/2021,1269398,Debt consolidation,F1,60,months,Source Verified,68000.00,0.17,809.75,0.21,30000.00,18.00,30523.00
575667,CA,INDIVIDUAL,5 years,NISCAYAH,F,RENT,9/10/2021,5/16/2021,10/15/2021,Fully Paid,11/15/2021,740415,Debt consolidation,F2,60,months,Source Verified,99000.00,0.18,185.47,0.19,7200.00,11.00,11128.00
679929,IL,INDIVIDUAL,5 years,C.H. Robinson Worldwide,F,RENT,2/11/2021,5/15/2021,3/15/2021,Fully Paid,4/15/2021,868588,Debt consolidation,F2,60,months,Source Verified,70000.00,0.18,488.91,0.19,19000.00,12.00,28863.00
771318,NY,INDIVIDUAL,5 years,amneal pharmaceuticals,F,RENT,6/11/2021,4/16/2021,5/15/2021,Fully Paid,6/15/2021,973077,Debt consolidation,F5,60,months,Source Verified,46000.00,0.12,412.07,0.22,15000.00,8.00,24154.00
748916,WA,INDIVIDUAL,6 years,"Medrecs, Inc.",F,RENT,5/11/2021,3/16/2021,3/16/2021,Fully Paid,4/16/2021,948055,Debt consolidation,F2,60,months,Source Verified,62880.00,0.09,469.71,0.21,17500.00,8.00,28164.00
633105,NY,INDIVIDUAL,7 years,Chase Bank,F,RENT,2/11/2021,2/16/2021,1/16/2021,Fully Paid,2/16/2021,811058,Debt consolidation,F5,60,months,Source Verified,36400.00,0.13,421.60,0.20,16000.00,9.00,25292.00
764666,WA,INDIVIDUAL,8 years,US Army,F,RENT,5/11/2021,10/15/2021,10/15/2021,Fully Paid,11/15/2021,965417,Debt consolidation,F1,60,months,Source Verified,52000.00,0.19,404.16,0.20,15175.00,10.00,23763.00
592550,NY,INDIVIDUAL,< 1 year,JCS Apparel Group Inc,F,RENT,10/10/2021,6/15/2021,6/15/2021,Fully Paid,7/15/2021,761016,Debt consolidation,F1,60,months,Source Verified,100000.00,0.02,306.69,0.18,12000.00,8.00,18363.00
851851,CA,INDIVIDUAL,< 1 year,Hyatt mission bay spa Resort,F,RENT,9/11/2021,5/16/2021,4/15/2021,Fully Paid,5/15/2021,1063832,Debt consolidation,F4,60,months,Source Verified,30000.00,0.10,288.92,0.21,10600.00,13.00,16533.00
625484,NJ,INDIVIDUAL,1 year,Neuberger Berman LLC,F,RENT,12/10/2021,2/15/2021,1/15/2021,Fully Paid,2/15/2021,801571,Debt consolidation,F3,60,months,Source Verified,125004.00,0.06,385.33,0.19,15000.00,7.00,22787.00
998616,NY,INDIVIDUAL,2 years,Hospital For Special Surgery,F,RENT,11/11/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,1223780,Debt consolidation,F1,60,months,Source Verified,94000.00,0.08,431.87,0.21,16000.00,28.00,23492.00
1020002,WA,INDIVIDUAL,< 1 year,Undisclosed,F,RENT,11/11/2021,5/16/2021,4/14/2021,Fully Paid,5/14/2021,1248754,Debt consolidation,F5,60,months,Source Verified,211000.00,0.18,484.04,0.22,17400.00,35.00,25359.00
843247,NY,INDIVIDUAL,1 year,Group 113,F,RENT,8/11/2021,5/16/2021,3/15/2021,Fully Paid,4/15/2021,1054022,Debt consolidation,F3,60,months,Source Verified,36000.00,0.13,189.34,0.21,7000.00,16.00,10935.00
570927,AZ,INDIVIDUAL,10+ years,Yuma Regional Medial Center,F,RENT,8/10/2021,3/16/2021,1/14/2021,Fully Paid,2/14/2021,734433,Debt consolidation,F2,60,months,Source Verified,38000.00,0.18,354.20,0.19,13750.00,12.00,20216.00
698012,NY,INDIVIDUAL,2 years,Brookfield Properties,F,RENT,3/11/2021,12/15/2021,12/15/2021,Fully Paid,1/15/2022,889401,Debt consolidation,F1,60,months,Source Verified,92004.00,0.06,587.19,0.18,23000.00,12.00,35181.00
799789,PA,INDIVIDUAL,2 years,Nonprofit Solutions Network,F,RENT,7/11/2021,8/13/2021,8/13/2021,Fully Paid,9/13/2021,1005022,Debt consolidation,F4,60,months,Source Verified,42996.00,0.14,392.50,0.21,14400.00,7.00,19113.00
564035,OR,INDIVIDUAL,3 years,Idealist.org,F,RENT,8/10/2021,1/16/2021,1/14/2021,Fully Paid,2/14/2021,725774,Debt consolidation,F3,60,months,Source Verified,48000.00,0.03,129.82,0.19,5000.00,7.00,7403.00
728065,TX,INDIVIDUAL,< 1 year,Pflugerville ISD,F,RENT,4/11/2021,4/16/2021,6/14/2021,Fully Paid,7/14/2021,923661,Debt consolidation,F2,60,months,Source Verified,42000.00,0.11,257.32,0.19,10000.00,15.00,14466.00
615933,CA,INDIVIDUAL,< 1 year,Inphi,F,RENT,11/10/2021,5/16/2021,10/15/2021,Fully Paid,11/15/2021,789797,Debt consolidation,F4,60,months,Source Verified,125000.00,0.14,293.87,0.19,18000.00,39.00,17625.00
565018,MD,INDIVIDUAL,2 years,University of Maryland,F,RENT,9/10/2021,3/16/2021,4/14/2021,Fully Paid,5/14/2021,726947,Debt consolidation,F4,60,months,Source Verified,350000.00,0.05,523.34,0.19,20000.00,32.00,28346.00
846992,CT,INDIVIDUAL,3 years,The Hartford,F,RENT,8/11/2021,5/16/2021,1/14/2021,Fully Paid,2/14/2021,1058436,Debt consolidation,F4,60,months,Source Verified,50004.00,0.17,681.41,0.21,25000.00,29.00,35889.00
1039174,CO,INDIVIDUAL,10+ years,U.S.Army,F,RENT,12/11/2021,3/16/2021,3/16/2021,Fully Paid,4/16/2021,1268910,Debt consolidation,F1,60,months,Source Verified,48000.00,0.17,514.87,0.21,19075.00,17.00,29846.00
598324,TX,INDIVIDUAL,10+ years,US Army,F,RENT,10/10/2021,7/12/2021,7/12/2021,Fully Paid,8/12/2021,767929,Debt consolidation,F4,60,months,Source Verified,57828.84,0.22,457.92,0.19,17500.00,30.00,22568.00
675855,MD,INDIVIDUAL,10+ years,United States Department of Agriculture,F,RENT,2/11/2021,6/15/2021,2/12/2021,Fully Paid,3/12/2021,863704,Debt consolidation,F5,60,months,Source Verified,77368.00,0.15,421.60,0.20,16000.00,27.00,18745.00
600927,FL,INDIVIDUAL,2 years,Baker Furniture/Kohler Interiors,F,RENT,10/10/2021,5/16/2021,10/14/2021,Fully Paid,11/14/2021,771190,Debt consolidation,F2,60,months,Source Verified,100000.00,0.16,382.29,0.18,15000.00,22.00,22448.00
755161,NY,INDIVIDUAL,2 years,Kew Forest Plumbing,F,RENT,5/11/2021,5/16/2021,5/14/2021,Fully Paid,6/14/2021,924765,Debt consolidation,F5,60,months,Source Verified,24000.00,0.18,131.87,0.22,4800.00,34.00,7206.00
633740,CA,INDIVIDUAL,3 years,Delaney Educational,F,RENT,12/10/2021,12/15/2021,1/16/2021,Fully Paid,2/16/2021,811883,Debt consolidation,F4,60,months,Source Verified,48400.00,0.14,155.35,0.19,6000.00,9.00,9336.00
668553,CO,INDIVIDUAL,< 1 year,Systems Plumbing,F,RENT,2/11/2021,6/13/2021,5/13/2021,Fully Paid,6/13/2021,854794,Debt consolidation,F4,60,months,Source Verified,37740.00,0.22,282.31,0.19,10800.00,11.00,14803.00
996680,AL,INDIVIDUAL,10+ years,dept of veterans affairs,F,RENT,11/11/2021,5/16/2021,9/13/2021,Fully Paid,10/13/2021,1221731,Debt consolidation,F3,60,months,Source Verified,138000.00,0.06,877.82,0.22,32000.00,27.00,43299.00
643596,CA,INDIVIDUAL,9 years,"University of California, Los Angeles",F,RENT,1/11/2021,5/16/2021,10/11/2021,Fully Paid,11/11/2021,823652,Debt consolidation,F3,60,months,Source Verified,55929.00,0.18,154.13,0.19,6000.00,48.00,6799.00
798581,NY,INDIVIDUAL,2 years,Memorial Sloan Kettering Caner Center,G,RENT,7/11/2021,8/14/2021,7/14/2021,Fully Paid,8/14/2021,1003712,Debt consolidation,G4,60,months,Source Verified,41000.00,0.08,270.43,0.23,9550.00,6.00,14888.00
792285,NC,INDIVIDUAL,6 years,Jeffers and Mann Pediatrics,G,RENT,7/11/2021,5/16/2021,8/11/2021,Fully Paid,9/11/2021,996695,Debt consolidation,G1,60,months,Source Verified,84000.00,0.06,492.74,0.22,17800.00,26.00,18131.00
1055225,NY,INDIVIDUAL,< 1 year,Protiviti,G,RENT,12/11/2021,2/16/2021,9/13/2021,Fully Paid,10/13/2021,1286781,Debt consolidation,G4,60,months,Source Verified,95000.00,0.16,835.63,0.24,29100.00,22.00,40059.00
681074,MA,INDIVIDUAL,9 years,Atlantic Components,G,RENT,2/11/2021,4/16/2021,3/13/2021,Fully Paid,4/13/2021,870026,Debt consolidation,G1,60,months,Source Verified,40000.00,0.13,398.33,0.20,15000.00,12.00,20262.00
1040822,WA,INDIVIDUAL,10+ years,us navy,G,RENT,12/11/2021,11/12/2021,11/12/2021,Fully Paid,12/12/2021,1270820,Debt consolidation,G4,60,months,Source Verified,54480.00,0.19,619.55,0.24,21575.00,21.00,26083.00
1003497,FL,INDIVIDUAL,7 years,Wyndham Vacation Ownership,G,RENT,11/11/2021,2/16/2021,8/15/2021,Fully Paid,9/15/2021,1229869,Debt consolidation,G4,60,months,Source Verified,200000.00,0.10,717.90,0.24,25000.00,41.00,41470.00
766532,CA,INDIVIDUAL,< 1 year,Pario Solutions,G,RENT,6/11/2021,4/16/2021,9/12/2021,Fully Paid,10/12/2021,923180,Debt consolidation,G1,60,months,Source Verified,120000.00,0.08,681.14,0.20,34800.00,12.00,31622.00
989285,NC,INDIVIDUAL,8 years,Purdue Pharma,G,RENT,10/11/2021,5/16/2021,5/16/2021,Fully Paid,6/16/2021,1213247,Debt consolidation,G1,60,months,Source Verified,125000.00,0.16,981.45,0.23,35000.00,36.00,58564.00
640263,KS,INDIVIDUAL,3 years,Panhandle Eastern Pipeline Co,G,RENT,12/10/2021,1/16/2021,8/14/2021,Fully Paid,9/14/2021,819619,Debt consolidation,G4,60,months,Source Verified,48000.00,0.15,531.76,0.21,19750.00,16.00,30639.00
985508,OH,INDIVIDUAL,4 years,Rainbow porceiln refinishing,G,RENT,10/11/2021,9/15/2021,3/15/2021,Fully Paid,4/15/2021,1102008,Debt consolidation,G1,60,months,Source Verified,34000.00,0.04,123.39,0.23,4400.00,10.00,7046.00
817854,CA,INDIVIDUAL,< 1 year,Point Mortgage Bancorp,G,RENT,7/11/2021,8/15/2021,8/15/2021,Fully Paid,9/15/2021,1008653,Debt consolidation,G1,60,months,Source Verified,300000.00,0.06,361.94,0.22,13075.00,17.00,21288.00
616602,AR,INDIVIDUAL,7 years,CASA of NWA,C,RENT,11/10/2021,10/14/2021,10/14/2021,Fully Paid,11/14/2021,790553,Debt consolidation,C2,60,months,Source Verified,40000.00,0.23,101.50,0.13,4500.00,22.00,5983.00
883269,CT,INDIVIDUAL,4 years,Pharmco Products,D,RENT,9/11/2021,4/16/2021,1/14/2021,Fully Paid,2/14/2021,1098523,Debt consolidation,D4,60,months,Source Verified,60000.00,0.02,377.49,0.18,15000.00,27.00,20015.00
1029649,PA,INDIVIDUAL,10+ years,sovereign bank,E,RENT,12/11/2021,7/14/2021,7/14/2021,Fully Paid,8/14/2021,1259030,Debt consolidation,E3,60,months,Source Verified,37000.00,0.20,314.07,0.19,12000.00,27.00,16960.00
558190,WI,INDIVIDUAL,3 years,Hayes Transport Inc.,E,RENT,8/10/2021,5/16/2021,8/15/2021,Fully Paid,9/15/2021,718591,Debt consolidation,E1,60,months,Source Verified,54908.00,0.19,294.70,0.16,12000.00,13.00,17681.00
590444,NJ,INDIVIDUAL,10+ years,bank fo tokyo,E,RENT,10/10/2021,2/16/2021,4/12/2021,Fully Paid,5/12/2021,758439,Debt consolidation,E1,60,months,Source Verified,57000.00,0.17,412.58,0.16,16800.00,30.00,20534.00
784902,AR,INDIVIDUAL,3 years,Data Scout,B,MORTGAGE,6/11/2021,5/16/2021,5/15/2021,Fully Paid,6/15/2021,988156,Debt consolidation,B5,60,months,Source Verified,55000.00,0.14,271.88,0.12,14000.00,13.00,16069.00
865583,CA,INDIVIDUAL,8 years,Jurupa Unified School District,B,MORTGAGE,9/11/2021,5/16/2021,3/12/2021,Fully Paid,4/12/2021,1078803,Debt consolidation,B3,60,months,Source Verified,71991.00,0.09,391.28,0.11,18000.00,22.00,18958.00
785965,CA,INDIVIDUAL,9 years,Hankook Tire America Corp,B,MORTGAGE,6/11/2021,5/15/2021,3/13/2021,Fully Paid,4/13/2021,989317,Debt consolidation,B4,60,months,Source Verified,72000.00,0.17,241.87,0.11,16000.00,18.00,12844.00
610052,CO,INDIVIDUAL,10+ years,Colorado State University,B,MORTGAGE,11/10/2021,4/16/2021,3/14/2021,Fully Paid,4/14/2021,782427,Debt consolidation,B5,60,months,Source Verified,40800.00,0.05,140.34,0.10,7800.00,25.00,8181.00
533182,IL,INDIVIDUAL,10+ years,State of Illinois,C,MORTGAGE,6/10/2021,7/15/2021,7/15/2021,Fully Paid,8/15/2021,689170,Debt consolidation,C3,60,months,Source Verified,60000.00,0.13,104.67,0.14,4500.00,53.00,6279.00
738212,CA,INDIVIDUAL,10+ years,renkow mechanical,C,MORTGAGE,5/11/2021,5/16/2021,5/16/2021,Fully Paid,6/16/2021,935549,Debt consolidation,C5,60,months,Source Verified,60000.00,0.20,238.24,0.14,10200.00,34.00,14309.00
569448,OH,INDIVIDUAL,10+ years,COUGHLIN AUTO,C,MORTGAGE,9/10/2021,9/13/2021,9/13/2021,Fully Paid,10/13/2021,732533,Debt consolidation,C2,60,months,Source Verified,92000.00,0.25,276.80,0.14,12000.00,33.00,15658.00
675104,KY,INDIVIDUAL,5 years,Whitaker Bank,D,MORTGAGE,2/11/2021,12/15/2021,12/15/2021,Fully Paid,1/15/2022,862827,Debt consolidation,D4,60,months,Source Verified,70000.00,0.15,313.73,0.16,13000.00,16.00,18818.00
871418,OR,INDIVIDUAL,9 years,Parks and Recreation Department,D,MORTGAGE,9/11/2021,10/14/2021,8/14/2021,Fully Paid,9/14/2021,1085496,Debt consolidation,D5,60,months,Source Verified,65340.00,0.07,301.41,0.17,12000.00,42.00,16826.00
519553,NJ,INDIVIDUAL,10+ years,New York Downtown Hospital,D,MORTGAGE,5/10/2021,2/16/2021,6/13/2021,Fully Paid,7/13/2021,671637,Debt consolidation,D2,60,months,Source Verified,95088.00,0.11,250.77,0.15,16000.00,25.00,14202.00
549251,VA,INDIVIDUAL,2 years,International Spy Museum,D,MORTGAGE,7/10/2021,9/11/2021,9/11/2021,Fully Paid,10/11/2021,708042,Debt consolidation,D3,60,months,Source Verified,43700.00,0.21,260.24,0.16,10800.00,15.00,12495.00
700409,VT,INDIVIDUAL,5 years,,D,MORTGAGE,3/11/2021,12/12/2021,11/12/2021,Fully Paid,12/12/2021,892069,Debt consolidation,D3,60,months,Source Verified,135000.00,0.07,229.80,0.15,9600.00,32.00,11764.00
543984,TX,INDIVIDUAL,4 years,JBT AeroTech Corp,D,MORTGAGE,8/10/2021,3/16/2021,8/15/2021,Fully Paid,9/15/2021,701789,Debt consolidation,D4,60,months,Source Verified,64000.00,0.21,364.38,0.16,15000.00,19.00,21862.00
980968,DE,INDIVIDUAL,9 years,State of Delaware,D,MORTGAGE,10/11/2021,10/14/2021,7/14/2021,Fully Paid,8/14/2021,1204161,Debt consolidation,D2,60,months,Source Verified,65000.00,0.21,474.80,0.17,19200.00,28.00,26286.00
812718,OK,INDIVIDUAL,10+ years,Wilmes Chevrolet Buick GMC,E,MORTGAGE,8/11/2021,4/16/2021,4/16/2021,Fully Paid,5/16/2021,1019897,Debt consolidation,E2,60,months,Source Verified,110000.00,0.22,614.55,0.18,24000.00,50.00,36462.00
525998,CO,INDIVIDUAL,10+ years,united states postal service,E,MORTGAGE,6/10/2021,8/15/2021,1/12/2021,Fully Paid,2/12/2021,680530,Debt consolidation,E4,60,months,Source Verified,75000.00,0.13,377.33,0.18,15000.00,39.00,18583.00
977988,WA,INDIVIDUAL,10+ years,Steelscape,E,MORTGAGE,10/11/2021,7/15/2021,4/15/2021,Fully Paid,5/15/2021,1200800,Debt consolidation,E4,60,months,Source Verified,110000.00,0.11,555.33,0.20,21000.00,21.00,31946.00
804793,OH,INDIVIDUAL,4 years,Kettering Health Network,E,MORTGAGE,7/11/2021,5/16/2021,5/16/2021,Fully Paid,6/16/2021,1010705,Debt consolidation,E2,60,months,Source Verified,75000.00,0.24,307.28,0.18,12000.00,18.00,18426.00
648274,IL,INDIVIDUAL,8 years,A&R Transport,E,MORTGAGE,1/11/2021,5/16/2021,1/13/2021,Fully Paid,2/13/2021,829363,Debt consolidation,E2,60,months,Source Verified,85000.00,0.09,385.78,0.17,15600.00,27.00,20115.00
979814,VA,INDIVIDUAL,3 years,Timmons Group,E,MORTGAGE,10/11/2021,9/13/2021,9/13/2021,Fully Paid,10/13/2021,1202968,Debt consolidation,E4,60,months,Source Verified,58000.00,0.07,502.44,0.20,19000.00,29.00,25367.00
